id,name,contact_phone,contact_email,street_address,website,city,state,zip,latitude,longitude,share_address,share_phone,share_email,created_at,updated_at
332,Solace Shelter,(405) 202-4540,bruce@hackett.example,8903 Jamal Islands,http://grimes.test/roosevelt.bashirian,Philadelphia,PA,95253-6193,39.75827369787181,-75.48006839814704,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
333,Promise of Tomorrow Refuge,387.498.3428,sean@kulas.test,866 Hansen Plains,http://walsh.example/lonny_emard,Long Beach,CA,80074-7229,34.02100484856368,-118.25564872432349,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
334,Warm Embrace Refuge,(395) 340-2174,manual@morissette.test,6132 Mraz Common,http://funk-lebsack.test/orlando.thompson,Fresno,CA,27127-7846,36.91114099470665,-120.05764617992689,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
335,Bridge to Belonging,847.557.9135,fredricka.damore@lang-dickens.test,43664 Zada Branch,http://pfannerstill.example/otha_fadel,Detroit,MI,09731-9406,42.081065533073804,-82.95632537447851,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
336,Warm Embrace Refuge,1-575-898-8510,lorinda.dooley@satterfield.example,79983 Krajcik Rapid,http://weimann-wilderman.example/yoko_keeling,El Paso,TX,75738-9647,31.538017589316024,-106.14548076149853,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
337,Rescue Refuge Center,970-847-5836,jordon.block@gislason.test,5955 Leannon Gateway,http://nicolas.test/liane_ryan,San Francisco,CA,95210,37.62217397240877,-122.4680224852038,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
338,Healing Hearts Haven,712-292-6971,emogene@thiel-stroman.test,619 Bradley Springs,http://jacobson-kuhlman.example/giuseppe,Baltimore,MD,20494-0811,39.501748305591704,-76.77432850889014,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
339,Safe Passage Shelter,159.151.5126,leigh@boyle.example,252 Versie Village,http://marvin.test/lenard.ledner,Fort Worth,TX,67167-7533,32.61959096435361,-97.6857794305862,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
340,Comfort Cove Shelter,298.680.7493,bobbye_kohler@goodwin-corkery.test,3949 Sharyn Centers,http://herzog-hilpert.test/gavin,Portland,OR,20736,45.45032173362051,-122.47414868434724,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
341,Shelter from the Storm,787.859.1661,brain@goldner.example,4877 Dora Field,http://hirthe.example/kerry,El Paso,TX,51450-9348,31.967042703607344,-106.53014778841354,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
342,Recovery Refuge,621-587-4543,antwan@klein-robel.example,98793 O'Reilly Garden,http://luettgen-mraz.test/stevie,Las Vegas,NV,85332-0694,36.25399182497311,-115.1272033136098,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
343,Unity Refuge Center,(371) 844-8393,dakota.carter@considine-greenfelder.example,2352 Considine Coves,http://volkman.test/russell,Virginia Beach,VA,02105,36.7072961889982,-76.31663227891627,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
344,Companionship Refuge,(466) 048-7960,adolph@schaden.test,4441 Dominica Village,http://mann-tromp.example/donnette_reichel,Long Beach,CA,90600,33.931013985675946,-118.12448119858112,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
345,New Horizons Shelter,267.237.9485,thao.rau@friesen.test,322 McClure Forest,http://ruecker.example/fredric,Baltimore,MD,30936-0768,39.35947508658354,-76.59652538779987,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
346,Homecoming Haven,935-806-6731,timmy_fahey@greenfelder.test,1726 Langosh Camp,http://kunze-ohara.example/keven,Houston,TX,71901-2600,30.01809285810895,-95.17080851164182,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
347,Strength in Unity Haven,222-527-9986,sage_marquardt@kihn-weber.test,549 Almeta Mill,http://mcdermott.test/john.fritsch,"Washington, D.C.",DC,97090-8009,38.89920157414053,-76.9272198878552,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
348,Benevolent Refuge,(235) 272-9150,wilson@kilback.test,7831 Prosacco Inlet,http://leffler.test/dominic,Albuquerque,NM,68438-2846,35.34017449269655,-106.67680280053642,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
349,Warmth and Welcome Shelter,906.123.6391,ulysses.vandervort@klein.example,31824 Medhurst Land,http://goyette.test/loura,Houston,TX,61452-4510,29.753717339740046,-95.6668028538145,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
350,Lighthouse of Hope,762-365-2505,reggie.kerluke@nolan.test,25495 Selene Greens,http://goyette.example/werner_runolfsdottir,Fresno,CA,97364-2777,36.83249755737548,-120.04963355592928,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
351,Solace Shelter,1-460-905-9589,clay@abshire.example,96466 Heaney Loaf,http://davis.example/art_adams,Kansas City,MO,51271-2730,39.03419291179899,-94.76151595580099,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
352,Sunrise Sanctuary,1-340-538-5334,matthew@legros.test,6219 Danny Mount,http://krajcik.example/janel,Phoenix,AZ,71871-8993,33.55173470408104,-111.90865428623447,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
353,Bridges of Hope Shelter,1-381-339-5900,sandra_kilback@damore-hessel.test,68513 Danita Avenue,http://jerde.example/ardell_fritsch,San Antonio,TX,82986,29.639192115757613,-98.74620719079172,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
354,Life Renewal Refuge,(510) 441-9483,pamula_kuhic@wintheiser-bechtelar.example,36206 Paucek Groves,http://hahn-bogisich.test/tina.yundt,Jacksonville,FL,90807,30.362235447529308,-81.83285381371836,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
355,Beloved Shelter,1-706-071-3834,arlen@mraz-hills.example,65665 Josefine Isle,http://funk-kuvalis.example/lemuel,New York City,NY,82735,40.62458525636925,-73.70622269384303,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
356,Shelter from the Storm,1-300-185-3410,carlene_hettinger@upton.example,83036 Leuschke Drives,http://rutherford.example/vella_botsford,Houston,TX,50716-3207,29.935157940764856,-95.33779472443462,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
357,Sheltered Serenity,(133) 677-5894,gillian@willms.test,92354 Bednar Squares,http://schroeder.example/kiley,San Jose,CA,24340,37.42603115004041,-121.99818617735939,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
358,Safe Haven Refuge,114.747.0942,maryanne_dach@beatty.test,9515 Nadia Lake,http://bradtke-abbott.test/merrill,San Jose,CA,39031,37.5876817352411,-122.00092291112962,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
359,Homecoming Haven,1-480-286-9179,lucrecia@christiansen.test,540 Celina Stream,http://zulauf-bruen.example/pasquale.schimmel,Nashville,TN,26942-0065,36.12644440477915,-86.87860802357154,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
360,Solace Shelter,913.539.9847,everette_hoeger@thiel-osinski.test,948 Keebler Island,http://ortiz.test/cleo,Columbus,OH,33297-6741,40.130897197305714,-82.90810560929202,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
361,Lighthouse of Hope,1-476-511-9864,ned.beatty@shields.example,703 Stamm Stream,http://rogahn.test/della.schulist,Long Beach,CA,67132,33.87555693027215,-118.2011413600249,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
362,Hopeful Haven Shelter,(232) 483-0835,takisha.kessler@koepp.test,8557 Benny Gardens,http://huel-rutherford.example/daina.conn,Minneapolis,MN,26986,44.90863564290429,-93.53493976983954,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
363,Welcome Winds Refuge,(408) 342-4332,eugena_rath@kub.test,56881 Emmerich Trafficway,http://smith.example/glen.cummings,Milwaukee,WI,75078,43.296687069876505,-87.83911605852784,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
364,Warmth and Welcome Shelter,998-615-1385,monty@bosco-white.test,366 Sid Park,http://wunsch.test/kaye.kunde,Baltimore,MD,86257-5182,39.1698543845667,-76.70938921859407,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
365,Compassion Corner,156.655.8793,wilbur.bogisich@blanda.example,69661 Charles Light,http://wehner.test/darin_rowe,Omaha,NE,34850,41.02538209008121,-96.23649480656731,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
366,Shelter from the Storm,1-863-205-2577,steve.kuvalis@witting.example,9085 Shanahan Mount,http://wilderman.test/catherina,Seattle,WA,67113,47.357170806450405,-122.24860946460177,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
367,Hearts United Haven,1-284-255-9335,guy_hyatt@moore-keebler.test,7389 King Knolls,http://murazik.example/wally,Atlanta,GA,09290,33.54792848317704,-84.02190316205528,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
368,New Horizons Shelter,282.510.2638,larue@rosenbaum.example,7748 Carmine Turnpike,http://mcglynn.test/ruben,Denver,CO,67614,39.885530821920554,-105.07816756626424,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
369,Peaceful Pathway Shelter,710-630-2500,elliot@schuster-hegmann.test,651 Johnston Plaza,http://towne-satterfield.test/leroy_bode,Oakland,CA,08892-3309,37.57042403589211,-122.4104506323464,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
370,Benevolent Refuge,501.684.9349,erick@glover.test,95690 Toy Street,http://nicolas.example/michale.heller,Raleigh,NC,42808,35.906213160729,-78.60941321697722,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
371,Beloved Shelter,762-830-6898,marcelino_cummerata@stamm.test,99568 Bonnie Street,http://stoltenberg-wyman.test/ellamae_towne,Seattle,WA,20198,47.491912219320774,-122.16477275110576,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
372,Journey to Belonging,677-142-2364,starr@mcclure-brakus.test,19739 Wolf Loop,http://gerlach-murazik.test/marcus,Baltimore,MD,50933-9064,39.38116058358309,-76.40284701968582,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
373,Benevolent Refuge,(841) 186-2630,tyree.konopelski@mcdermott-tillman.test,36317 Annalisa Brook,http://shields-kirlin.test/micah.hauck,Tulsa,OK,76563-1632,36.11279332763761,-95.94725746803174,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
374,Open Arms Refuge,1-579-811-8208,matilde@murray.test,830 Carolynn Coves,http://davis.test/dale_stamm,Oakland,CA,34543-4487,37.97206994892655,-122.25453476300275,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
375,Graceful Shelter,1-989-696-6022,clorinda@dare-kunze.test,8236 Shizuko Light,http://beier.test/josh.powlowski,Charlotte,NC,57288-6427,35.03023809526629,-80.73884796214774,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
376,Safe Passage Shelter,(807) 353-0804,marvin@stiedemann.example,641 Juliette Plains,http://schultz-walker.test/bradford.hermann,Arlington,TX,59648,32.723830214203865,-97.13300637897379,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
377,Sunny Days Refuge,(573) 341-2804,elicia@cronin.example,558 Carroll Underpass,http://ullrich-schmeler.example/blondell_harvey,Detroit,MI,25306,42.547405247298016,-82.84664037142234,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
378,Community Compass Shelter,575.467.1926,valentine.weber@mcclure.example,14819 Senger Views,http://howell.test/lottie,Minneapolis,MN,14952,45.26509535380227,-93.41820630214427,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
379,Comfort Cove Shelter,1-698-218-4011,denny@oconnell.test,46044 Ortiz Ports,http://reichert.example/graham,Columbus,OH,48141,40.01412227017328,-82.88243306423733,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
380,Caring Haven,815-913-6729,evie@ernser.test,896 Bartell Plaza,http://bartell.example/mohammad,Milwaukee,WI,74643-3023,42.770732421542256,-87.87238527639981,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
381,Angel's Arms Shelter,584-664-0505,claud@mitchell.example,684 Erin Branch,http://ohara.example/maxwell_hilpert,Austin,TX,02232-2080,30.487764833096705,-97.72765311214488,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
382,Shelter from the Storm,978.499.7287,terence.luettgen@rau-lowe.example,413 Pierre Park,http://kuhn.example/coleman.russel,Indianapolis,IN,82027-6133,39.496232128401005,-85.87228895281959,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
383,Golden Oasis Shelter,(893) 370-3762,garret_considine@kassulke.test,178 Baumbach Mountain,http://rice.example/britt_hermiston,Phoenix,AZ,05720-2829,33.609873034207105,-112.1454957626839,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
384,Harmony Haven,446.463.5995,ernestina_schulist@frami.test,634 Veum Estates,http://bradtke.test/shavon,Columbus,OH,48594-0479,40.02673399477526,-83.09652066771643,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
385,Unity Refuge Center,913-284-4746,harley_stark@frami.test,77568 Mckinley Place,http://maggio.example/moshe,Wichita,KS,37027-8520,37.4290579710346,-97.29858071451851,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
386,Bridges of Hope Shelter,928.429.1410,andrea_stiedemann@champlin.example,582 Trantow Junction,http://davis.test/kristina,Jacksonville,FL,74814,30.074559058150346,-82.01071285729289,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
387,Companionship Refuge,843.422.6103,garth@mann.test,7527 Okuneva Mountain,http://batz-kihn.example/margart,Chicago,IL,87893,42.13203361291342,-87.38808488758836,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
388,Safe Haven Refuge,1-356-541-3741,maribel.heller@rodriguez.test,8511 Jacob Lodge,http://harris-feeney.test/elfriede,New York City,NY,94348-4833,40.79860584959268,-73.833901021536,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
389,Community Compass Shelter,839.757.4890,cristobal.wiegand@fritsch.test,9833 Dickinson Turnpike,http://hackett.example/robena_runte,Louisville,KY,51476-1271,38.072605662632554,-85.41233939722675,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
390,Rescue Refuge Center,1-606-270-5503,juan.hartmann@wuckert.example,84760 Garry Pass,http://stanton.test/neta.nader,Raleigh,NC,50374-6837,35.74659421242514,-78.50194323667534,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
391,Open Arms Refuge,(587) 463-5804,isabel.hoppe@robel.test,1591 Armstrong Loop,http://gibson.example/kareem_west,Charlotte,NC,16974,35.27719923667461,-80.99295328204805,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
392,Caring Haven,156-132-9899,shirlee@lind.test,50595 Jordan Orchard,http://mertz-herman.test/devora_rogahn,New York City,NY,57373-8927,40.88632348453541,-74.28176758990033,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
393,Empathy Haven,648-862-7351,christine.kling@reynolds.test,891 Suzann Mission,http://cummings-rutherford.test/maragret,Los Angeles,CA,56836,33.79644847519276,-118.54291333559907,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
394,Healing Hearts Haven,314-326-8914,jodee@auer.test,8901 Rempel Land,http://stiedemann.test/celena_dooley,Long Beach,CA,42090,33.761541102753384,-118.35676389257955,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
395,Community Compass Shelter,494-855-7424,justine.mitchell@jenkins.example,33982 Konopelski Junction,http://pouros.test/cleo_rolfson,Phoenix,AZ,02351,33.573815382082124,-112.05067938373746,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
396,Lighthouse of Hope,(345) 679-6570,jama.cremin@feeney.example,926 Iesha Alley,http://raynor.test/carl,Boston,MA,02087,42.21917265586665,-71.1728147895411,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
397,Guiding Light Shelter,1-736-664-8020,novella.altenwerth@feil-grimes.example,4372 Aida Place,http://franecki.example/boyd_rohan,Fresno,CA,53621,36.924025316517415,-119.4740651746886,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
398,Cherished Dreams Refuge,(127) 810-7361,chi@dach.example,54268 Kohler Junctions,http://steuber-parisian.test/quincy,Memphis,TN,19731-0513,35.212211581489655,-89.95581939172115,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
399,Graceful Shelter,1-395-123-5725,gilbert_rempel@harvey-stanton.test,8448 Hills Lock,http://bogan.example/jeremiah.oreilly,Raleigh,NC,42593,35.70173134043814,-78.57190741593828,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
400,Promise of Tomorrow Refuge,253-260-4971,xavier_crooks@okeefe.test,3502 Towne Locks,http://pfeffer.test/edmund,Philadelphia,PA,33446-6039,40.11113546315423,-74.87796878574315,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
401,Bridge to Belonging,1-396-479-3791,giselle_kuhn@mayer.example,8545 Harriette Route,http://wolf.example/mario.little,San Jose,CA,80162-3793,37.077078421489134,-122.13761345693428,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
402,Tranquil Oasis,462-989-1166,lilli@stiedemann.test,85511 Devora Highway,http://rodriguez-ohara.test/scott,Sacramento,CA,91048,38.366741594622624,-121.55678611012942,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
403,New Horizons Shelter,692-262-6180,melba.friesen@bins.example,3984 Jerome Harbor,http://paucek.test/josiah.cronin,Virginia Beach,VA,98854-3786,37.12493641515427,-76.27967954208552,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
404,Harmony Haven,970-142-1371,russell_koch@koss.example,73840 Mee Dale,http://kub-boyer.test/trina.prohaska,Miami,FL,22278,25.816884367619625,-79.95355429723104,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
405,Peaceful Pathway Shelter,(669) 976-3662,antwan@gibson-farrell.example,3091 Marquardt Common,http://walker.test/millard_tremblay,Las Vegas,NV,45212-4849,36.03363649279492,-115.35617354622401,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
406,Safe Passage Shelter,(706) 157-9856,grant@bartoletti-murphy.test,666 Emory Club,http://russel.example/sidney.koss,Fort Worth,TX,64678-3772,32.609733805064096,-97.41843844542522,true,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
407,Bridge to Belonging,1-995-673-5441,george@hegmann.test,65033 Klocko Tunnel,http://bernhard.example/leonel_abernathy,Boston,MA,42636,42.4772518049312,-71.27958659085334,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
408,Bridges of Hope Shelter,180-958-2332,pearlie@frami-botsford.test,58130 Basil Branch,http://kreiger.test/donn,Omaha,NE,52357-8577,41.37094726814864,-95.56914905350966,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
409,Homecoming Haven,(822) 281-1878,lou@morar.example,86894 Hintz Burgs,http://koch-thiel.test/providencia,Albuquerque,NM,91202-8505,35.043695247441505,-106.38354377774226,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
410,Lighthouse of Hope,(983) 902-2543,samuel@mohr.example,33385 Bruce Square,http://waelchi-dietrich.test/alphonse,Albuquerque,NM,08419,35.33347356449649,-106.50978489220682,false,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
411,Emerald Oasis Shelter,1-283-303-5084,errol_shields@goodwin.example,2640 Klocko Mews,http://bosco-witting.example/wilfredo.erdman,Sacramento,CA,01594,38.58370955379759,-121.39769132516699,false,false,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
412,Hopeful Haven Shelter,349.904.2346,alethea@west.example,15416 Rory Rapid,http://toy-jones.test/ebonie_senger,New Orleans,LA,99495,30.20781288191982,-90.38070168458987,true,true,true,2023-10-15 20:34:30 UTC,2023-10-15 20:34:30 UTC
